"subject","trial","condition","sp","value","stim","acc","value_prioritem1","value_prioritem","exp"
"694",26,"distracted - unfamiliar",20,5,"court",0,"10",10,1
"696",6,"distracted - unfamiliar",1,9,"freight",1,NA,NA,1
"696",6,"distracted - unfamiliar",2,1,"stump",0,"9",9,1
"696",6,"distracted - unfamiliar",3,5,"brake",0,"1",1,1
"696",6,"distracted - unfamiliar",4,3,"shop",0,"5",5,1
"696",6,"distracted - unfamiliar",5,4,"hole",0,"3",3,1
"696",6,"distracted - unfamiliar",6,7,"race",1,"4",4,1
"696",6,"distracted - unfamiliar",7,4,"plum",0,"7",7,1
"696",6,"distracted - unfamiliar",8,2,"step",0,"4",4,1
"696",6,"distracted - unfamiliar",9,5,"door",1,"2",2,1
"696",6,"distracted - unfamiliar",10,10,"seal",0,"5",5,1
"696",6,"distracted - unfamiliar",11,8,"flannel",1,"10",10,1
"696",6,"distracted - unfamiliar",12,8,"hook",0,"8",8,1
"696",6,"distracted - unfamiliar",13,10,"metal",0,"8",8,1
"696",6,"distracted - unfamiliar",14,6,"tail",0,"10",10,1
"696",6,"distracted - unfamiliar",15,7,"flare",0,"6",6,1
"696",6,"distracted - unfamiliar",16,9,"button",1,"7",7,1
"696",6,"distracted - unfamiliar",17,2,"asphalt",1,"9",9,1
"696",6,"distracted - unfamiliar",18,1,"guide",1,"2",2,1
"696",6,"distracted - unfamiliar",19,6,"coal",0,"1",1,1
"696",6,"distracted - unfamiliar",20,3,"clam",0,"6",6,1
"696",10,"distracted - unfamiliar",1,4,"mile",0,NA,NA,1
"696",10,"distracted - unfamiliar",2,2,"pole",1,"4",4,1
"696",10,"distracted - unfamiliar",3,1,"rail",1,"2",2,1
"696",10,"distracted - unfamiliar",4,8,"chuckle",0,"1",1,1
"696",10,"distracted - unfamiliar",5,7,"jelly",1,"8",8,1
"696",10,"distracted - unfamiliar",6,4,"note",0,"7",7,1
"696",10,"distracted - unfamiliar",7,1,"barrel",0,"4",4,1
"696",10,"distracted - unfamiliar",8,3,"curve",0,"1",1,1
"696",10,"distracted - unfamiliar",9,9,"sponge",1,"3",3,1
"696",10,"distracted - unfamiliar",10,3,"spot",0,"9",9,1
"696",10,"distracted - unfamiliar",11,8,"cape",1,"3",3,1
"696",10,"distracted - unfamiliar",12,7,"kernel",0,"8",8,1
"696",10,"distracted - unfamiliar",13,2,"belt",0,"7",7,1
"696",10,"distracted - unfamiliar",14,5,"hall",0,"2",2,1
"696",10,"distracted - unfamiliar",15,10,"broom",0,"5",5,1
"696",10,"distracted - unfamiliar",16,6,"decoy",0,"10",10,1
"696",10,"distracted - unfamiliar",17,10,"cave",0,"6",6,1
"696",10,"distracted - unfamiliar",18,9,"heat",1,"10",10,1
"696",10,"distracted - unfamiliar",19,5,"spike",0,"9",9,1
"696",10,"distracted - unfamiliar",20,6,"author",0,"5",5,1
"696",14,"distracted - unfamiliar",1,4,"mole",0,NA,NA,1
"696",14,"distracted - unfamiliar",2,10,"spray",0,"4",4,1
"696",14,"distracted - unfamiliar",3,4,"bone",1,"10",10,1
"696",14,"distracted - unfamiliar",4,6,"seam",0,"4",4,1
"696",14,"distracted - unfamiliar",5,1,"racquet",0,"6",6,1
"696",14,"distracted - unfamiliar",6,8,"hero",1,"1",1,1
"696",14,"distracted - unfamiliar",7,7,"twig",1,"8",8,1
"696",14,"distracted - unfamiliar",8,5,"brush",0,"7",7,1
"696",14,"distracted - unfamiliar",9,2,"ditch",0,"5",5,1
"696",14,"distracted - unfamiliar",10,9,"axle",0,"2",2,1
"696",14,"distracted - unfamiliar",11,8,"ride",1,"9",9,1
"696",14,"distracted - unfamiliar",12,3,"steam",0,"8",8,1
"696",14,"distracted - unfamiliar",13,6,"coil",1,"3",3,1
"696",14,"distracted - unfamiliar",14,3,"sheep",0,"6",6,1
"696",14,"distracted - unfamiliar",15,1,"lens",0,"3",3,1
"696",14,"distracted - unfamiliar",16,5,"base",0,"1",1,1
"696",14,"distracted - unfamiliar",17,2,"watch",0,"5",5,1
"696",14,"distracted - unfamiliar",18,10,"wind",1,"2",2,1
"696",14,"distracted - unfamiliar",19,7,"pork",0,"10",10,1
"696",14,"distracted - unfamiliar",20,9,"flash",1,"7",7,1
"696",18,"distracted - unfamiliar",1,4,"line",1,NA,NA,1
"696",18,"distracted - unfamiliar",2,3,"nail",1,"4",4,1
"696",18,"distracted - unfamiliar",3,9,"oatmeal",1,"3",3,1
"696",18,"distracted - unfamiliar",4,8,"corner",1,"9",9,1
"696",18,"distracted - unfamiliar",5,1,"mayor",0,"8",8,1
"696",18,"distracted - unfamiliar",6,9,"pollen",0,"1",1,1
"696",18,"distracted - unfamiliar",7,6,"sign",1,"9",9,1
"696",18,"distracted - unfamiliar",8,5,"spool",1,"6",6,1
"696",18,"distracted - unfamiliar",9,8,"pigeon",0,"5",5,1
"696",18,"distracted - unfamiliar",10,1,"knuckle",0,"8",8,1
"696",18,"distracted - unfamiliar",11,10,"vest",0,"1",1,1
"696",18,"distracted - unfamiliar",12,7,"taste",0,"10",10,1
"696",18,"distracted - unfamiliar",13,10,"drill",0,"7",7,1
"696",18,"distracted - unfamiliar",14,7,"scent",0,"10",10,1
"696",18,"distracted - unfamiliar",15,5,"purse",0,"7",7,1
"696",18,"distracted - unfamiliar",16,3,"camel",0,"5",5,1
"696",18,"distracted - unfamiliar",17,6,"noodle",1,"3",3,1
"696",18,"distracted - unfamiliar",18,4,"nation",1,"6",6,1
"696",18,"distracted - unfamiliar",19,2,"shopper",1,"4",4,1
"696",18,"distracted - unfamiliar",20,2,"path",0,"2",2,1
"696",22,"distracted - unfamiliar",1,2,"court",0,NA,NA,1
"696",22,"distracted - unfamiliar",2,10,"goat",0,"2",2,1
"696",22,"distracted - unfamiliar",3,4,"olive",0,"10",10,1
"696",22,"distracted - unfamiliar",4,9,"resort",0,"4",4,1
"696",22,"distracted - unfamiliar",5,8,"spade",0,"9",9,1
"696",22,"distracted - unfamiliar",6,7,"lever",0,"8",8,1
"696",22,"distracted - unfamiliar",7,8,"starch",0,"7",7,1
"696",22,"distracted - unfamiliar",8,1,"thunder",0,"8",8,1
"696",22,"distracted - unfamiliar",9,6,"wave",0,"1",1,1
"696",22,"distracted - unfamiliar",10,2,"gate",0,"6",6,1
"696",22,"distracted - unfamiliar",11,4,"lint",0,"2",2,1
"696",22,"distracted - unfamiliar",12,1,"shovel",0,"4",4,1
"696",22,"distracted - unfamiliar",13,10,"scale",1,"1",1,1
"696",22,"distracted - unfamiliar",14,9,"pepper",1,"10",10,1
"696",22,"distracted - unfamiliar",15,3,"produce",1,"9",9,1
"696",22,"distracted - unfamiliar",16,7,"tomb",1,"3",3,1
"696",22,"distracted - unfamiliar",17,6,"crow",1,"7",7,1
"696",22,"distracted - unfamiliar",18,5,"angle",0,"6",6,1
"696",22,"distracted - unfamiliar",19,3,"brass",0,"5",5,1
"696",22,"distracted - unfamiliar",20,5,"captain",1,"3",3,1
"696",26,"distracted - unfamiliar",1,4,"knob",0,NA,NA,1
"696",26,"distracted - unfamiliar",2,1,"cast",0,"4",4,1
"696",26,"distracted - unfamiliar",3,7,"store",0,"1",1,1
"696",26,"distracted - unfamiliar",4,5,"platter",0,"7",7,1
"696",26,"distracted - unfamiliar",5,6,"sweat",0,"5",5,1
"696",26,"distracted - unfamiliar",6,9,"page",0,"6",6,1
"696",26,"distracted - unfamiliar",7,3,"sound",0,"9",9,1
"696",26,"distracted - unfamiliar",8,8,"hammer",1,"3",3,1
"696",26,"distracted - unfamiliar",9,6,"dust",0,"8",8,1
"696",26,"distracted - unfamiliar",10,1,"vase",0,"6",6,1
"696",26,"distracted - unfamiliar",11,2,"message",0,"1",1,1
"696",26,"distracted - unfamiliar",12,2,"cellar",0,"2",2,1
"696",26,"distracted - unfamiliar",13,8,"stair",0,"2",2,1
"696",26,"distracted - unfamiliar",14,3,"cube",0,"8",8,1
"696",26,"distracted - unfamiliar",15,4,"gravel",0,"3",3,1
"696",26,"distracted - unfamiliar",16,10,"bill",0,"4",4,1
"696",26,"distracted - unfamiliar",17,9,"tunnel",0,"10",10,1
"696",26,"distracted - unfamiliar",18,7,"riddle",0,"9",9,1
"696",26,"distracted - unfamiliar",19,5,"booth",1,"7",7,1
"696",26,"distracted - unfamiliar",20,10,"miner",1,"5",5,1
"697",4,"full attention",1,9,"snail",0,NA,NA,1
"697",4,"full attention",2,10,"skate",0,"9",9,1
"697",4,"full attention",3,2,"camel",1,"10",10,1
"697",4,"full attention",4,7,"drink",0,"2",2,1
"697",4,"full attention",5,1,"dust",0,"7",7,1
"697",4,"full attention",6,2,"racquet",0,"1",1,1
"697",4,"full attention",7,3,"angle",0,"2",2,1
"697",4,"full attention",8,4,"device",0,"3",3,1
"697",4,"full attention",9,8,"troop",0,"4",4,1
"697",4,"full attention",10,10,"spool",0,"8",8,1
"697",4,"full attention",11,9,"breath",0,"10",10,1
"697",4,"full attention",12,6,"judge",1,"9",9,1
"697",4,"full attention",13,4,"asphalt",0,"6",6,1
"697",4,"full attention",14,5,"path",0,"4",4,1
"697",4,"full attention",15,5,"rake",0,"5",5,1
"697",4,"full attention",16,7,"olive",0,"5",5,1
"697",4,"full attention",17,8,"garbage",0,"7",7,1
"697",4,"full attention",18,6,"deck",0,"8",8,1
"697",4,"full attention",19,1,"patch",0,"6",6,1
"697",4,"full attention",20,3,"sneeze",0,"1",1,1
"697",8,"full attention",1,6,"jelly",0,NA,NA,1
"697",8,"full attention",2,7,"pork",0,"6",6,1
"697",8,"full attention",3,3,"lumber",0,"7",7,1
"697",8,"full attention",4,8,"thunder",1,"3",3,1
"697",8,"full attention",5,2,"throat",0,"8",8,1
"697",8,"full attention",6,5,"spark",1,"2",2,1
"697",8,"full attention",7,3,"heat",0,"5",5,1
"697",8,"full attention",8,1,"spade",0,"3",3,1
"697",8,"full attention",9,10,"oven",1,"1",1,1
"697",8,"full attention",10,9,"banker",1,"10",10,1
"697",8,"full attention",11,4,"flash",0,"9",9,1
"697",8,"full attention",12,8,"owner",0,"4",4,1
"697",8,"full attention",13,1,"speck",0,"8",8,1
"697",8,"full attention",14,7,"carpet",1,"1",1,1
"697",8,"full attention",15,2,"gate",0,"7",7,1
"697",8,"full attention",16,6,"drill",1,"2",2,1
"697",8,"full attention",17,10,"noodle",1,"6",6,1
"697",8,"full attention",18,4,"cast",0,"10",10,1
"697",8,"full attention",19,5,"file",0,"4",4,1
"697",8,"full attention",20,9,"pupil",0,"5",5,1
"697",12,"full attention",1,8,"plum",1,NA,NA,1
"697",12,"full attention",2,1,"mustard",0,"8",8,1
"697",12,"full attention",3,6,"nail",1,"1",1,1
"697",12,"full attention",4,10,"beak",1,"6",6,1
"697",12,"full attention",5,3,"shark",0,"10",10,1
"697",12,"full attention",6,2,"cord",0,"3",3,1
"697",12,"full attention",7,10,"hole",1,"2",2,1
"697",12,"full attention",8,8,"pepper",0,"10",10,1
"697",12,"full attention",9,4,"race",0,"8",8,1
"697",12,"full attention",10,7,"doll",1,"4",4,1
"697",12,"full attention",11,2,"group",0,"7",7,1
"697",12,"full attention",12,9,"resort",0,"2",2,1
"697",12,"full attention",13,5,"graph",0,"9",9,1
"697",12,"full attention",14,1,"author",0,"5",5,1
"697",12,"full attention",15,5,"zipper",1,"1",1,1
"697",12,"full attention",16,9,"fable",1,"5",5,1
"697",12,"full attention",17,7,"sock",0,"9",9,1
"697",12,"full attention",18,6,"ramp",0,"7",7,1
"697",12,"full attention",19,3,"hammer",0,"6",6,1
"697",12,"full attention",20,4,"tank",0,"3",3,1
"697",16,"full attention",1,1,"alley",1,NA,NA,1
"697",16,"full attention",2,9,"labor",1,"1",1,1
"697",16,"full attention",3,10,"tunnel",1,"9",9,1
"697",16,"full attention",4,5,"dome",1,"10",10,1
"697",16,"full attention",5,2,"nerve",0,"5",5,1
"697",16,"full attention",6,7,"seal",0,"2",2,1
"697",16,"full attention",7,2,"scale",0,"7",7,1
"697",16,"full attention",8,6,"pollen",0,"2",2,1
"697",16,"full attention",9,3,"slipper",0,"6",6,1
"697",16,"full attention",10,10,"dough",1,"3",3,1
"697",16,"full attention",11,8,"cellar",0,"10",10,1
"697",16,"full attention",12,7,"base",0,"8",8,1
"697",16,"full attention",13,5,"mayor",1,"7",7,1
"697",16,"full attention",14,4,"battle",0,"5",5,1
"697",16,"full attention",15,8,"cable",1,"4",4,1
"697",16,"full attention",16,3,"skull",0,"8",8,1
"697",16,"full attention",17,4,"antique",0,"3",3,1
"697",16,"full attention",18,1,"corner",0,"4",4,1
"697",16,"full attention",19,6,"rail",1,"1",1,1
"697",16,"full attention",20,9,"cement",0,"6",6,1
"697",20,"full attention",1,4,"door",1,NA,NA,1
"697",20,"full attention",2,3,"mail",0,"4",4,1
"697",20,"full attention",3,4,"page",0,"3",3,1
"697",20,"full attention",4,6,"bone",0,"4",4,1
"697",20,"full attention",5,2,"tribe",0,"6",6,1
"697",20,"full attention",6,7,"card",1,"2",2,1
"697",20,"full attention",7,9,"ticket",1,"7",7,1
"697",20,"full attention",8,2,"cork",0,"9",9,1
"697",20,"full attention",9,8,"storm",0,"2",2,1
"697",20,"full attention",10,8,"pigeon",0,"8",8,1
"697",20,"full attention",11,7,"vase",1,"8",8,1
"697",20,"full attention",12,5,"metal",0,"7",7,1
"697",20,"full attention",13,1,"match",0,"5",5,1
"697",20,"full attention",14,10,"wall",0,"1",1,1
"697",20,"full attention",15,5,"root",1,"10",10,1
"697",20,"full attention",16,9,"nation",1,"5",5,1
"697",20,"full attention",17,3,"chart",0,"9",9,1
"697",20,"full attention",18,6,"knuckle",1,"3",3,1
"697",20,"full attention",19,10,"magnet",1,"6",6,1
"697",20,"full attention",20,1,"tube",0,"10",10,1
"697",24,"full attention",1,5,"ride",1,NA,NA,1
"697",24,"full attention",2,2,"steam",0,"5",5,1
"697",24,"full attention",3,6,"helmet",0,"2",2,1
"697",24,"full attention",4,9,"message",0,"6",6,1
"697",24,"full attention",5,5,"bill",0,"9",9,1
"697",24,"full attention",6,7,"spoon",0,"5",5,1
"697",24,"full attention",7,3,"voter",0,"7",7,1
"697",24,"full attention",8,8,"inch",1,"3",3,1
"697",24,"full attention",9,2,"freight",0,"8",8,1
"697",24,"full attention",10,4,"sound",0,"2",2,1
"697",24,"full attention",11,8,"wave",1,"4",4,1
"697",24,"full attention",12,6,"toast",1,"8",8,1
"697",24,"full attention",13,10,"heel",0,"6",6,1
"697",24,"full attention",14,4,"bean",0,"10",10,1
"697",24,"full attention",15,3,"guard",0,"4",4,1
"697",24,"full attention",16,7,"clam",1,"3",3,1
"697",24,"full attention",17,1,"desk",1,"7",7,1
"697",24,"full attention",18,10,"hour",1,"1",1,1
"697",24,"full attention",19,9,"chuckle",1,"10",10,1
"697",24,"full attention",20,1,"crow",0,"9",9,1
"698",7,"divided attention",1,4,"toast",1,NA,NA,1
"698",7,"divided attention",2,8,"tune",1,"4",4,1
"698",7,"divided attention",3,5,"garbage",0,"8",8,1
"698",7,"divided attention",4,1,"iron",0,"5",5,1
"698",7,"divided attention",5,6,"loop",0,"1",1,1
"698",7,"divided attention",6,10,"hammer",0,"6",6,1
"698",7,"divided attention",7,7,"spool",0,"10",10,1
"698",7,"divided attention",8,4,"wink",0,"7",7,1
"698",7,"divided attention",9,9,"bowl",1,"4",4,1
"698",7,"divided attention",10,1,"puddle",0,"9",9,1
"698",7,"divided attention",11,9,"heel",0,"1",1,1
"698",7,"divided attention",12,3,"fable",0,"9",9,1
"698",7,"divided attention",13,8,"lane",0,"3",3,1
"698",7,"divided attention",14,3,"point",1,"8",8,1
"698",7,"divided attention",15,2,"post",1,"3",3,1
"698",7,"divided attention",16,6,"napkin",0,"2",2,1
"698",7,"divided attention",17,7,"seal",0,"6",6,1
"698",7,"divided attention",18,5,"suit",1,"7",7,1
"698",7,"divided attention",19,2,"vase",0,"5",5,1
"698",7,"divided attention",20,10,"curve",0,"2",2,1
"698",11,"divided attention",1,2,"news",0,NA,NA,1
"698",11,"divided attention",2,5,"banker",1,"2",2,1
"698",11,"divided attention",3,1,"pound",1,"5",5,1
"698",11,"divided attention",4,3,"collar",0,"1",1,1
"698",11,"divided attention",5,1,"barrel",0,"3",3,1
"698",11,"divided attention",6,5,"racquet",0,"1",1,1
"698",11,"divided attention",7,9,"rail",0,"5",5,1
"698",11,"divided attention",8,6,"step",0,"9",9,1
"698",11,"divided attention",9,4,"ramp",1,"6",6,1
"698",11,"divided attention",10,10,"judge",0,"4",4,1
"698",11,"divided attention",11,3,"platter",0,"10",10,1
"698",11,"divided attention",12,8,"camel",0,"3",3,1
"698",11,"divided attention",13,6,"bean",0,"8",8,1
"698",11,"divided attention",14,9,"path",1,"6",6,1
"698",11,"divided attention",15,2,"tire",0,"9",9,1
"698",11,"divided attention",16,7,"spike",0,"2",2,1
"698",11,"divided attention",17,8,"hero",1,"7",7,1
"698",11,"divided attention",18,7,"scale",0,"8",8,1
"698",11,"divided attention",19,4,"skillet",0,"7",7,1
"698",11,"divided attention",20,10,"slide",0,"4",4,1
"698",15,"divided attention",1,1,"shell",1,NA,NA,1
"698",15,"divided attention",2,1,"brick",0,"1",1,1
"698",15,"divided attention",3,5,"spot",0,"1",1,1
"698",15,"divided attention",4,4,"freight",0,"5",5,1
"698",15,"divided attention",5,2,"pigeon",0,"4",4,1
"698",15,"divided attention",6,7,"fork",0,"2",2,1
"698",15,"divided attention",7,3,"zipper",1,"7",7,1
"698",15,"divided attention",8,8,"tomb",0,"3",3,1
"698",15,"divided attention",9,3,"graph",0,"8",8,1
"698",15,"divided attention",10,7,"gate",0,"3",3,1
"698",15,"divided attention",11,10,"arch",1,"7",7,1
"698",15,"divided attention",12,2,"tray",0,"10",10,1
"698",15,"divided attention",13,8,"vest",0,"2",2,1
"698",15,"divided attention",14,6,"wind",1,"8",8,1
"698",15,"divided attention",15,10,"store",0,"6",6,1
"698",15,"divided attention",16,6,"tank",0,"10",10,1
"698",15,"divided attention",17,9,"bone",1,"6",6,1
"698",15,"divided attention",18,4,"steel",1,"9",9,1
"698",15,"divided attention",19,9,"tourist",0,"4",4,1
"698",15,"divided attention",20,5,"chief",1,"9",9,1
"698",19,"divided attention",1,4,"fiddle",1,NA,NA,1
"698",19,"divided attention",2,7,"note",1,"4",4,1
"698",19,"divided attention",3,5,"produce",1,"7",7,1
"698",19,"divided attention",4,4,"hall",1,"5",5,1
"698",19,"divided attention",5,8,"asphalt",1,"4",4,1
"698",19,"divided attention",6,8,"match",1,"8",8,1
"698",19,"divided attention",7,10,"frown",1,"8",8,1
"698",19,"divided attention",8,1,"magnet",0,"10",10,1
"698",19,"divided attention",9,1,"spoon",0,"1",1,1
"698",19,"divided attention",10,2,"battle",0,"1",1,1
"698",19,"divided attention",11,9,"brush",0,"2",2,1
"698",19,"divided attention",12,6,"starch",0,"9",9,1
"698",19,"divided attention",13,6,"pocket",0,"6",6,1
"698",19,"divided attention",14,5,"oven",0,"6",6,1
"698",19,"divided attention",15,3,"cable",0,"5",5,1
"698",19,"divided attention",16,2,"copper",0,"3",3,1
"698",19,"divided attention",17,9,"pollen",0,"2",2,1
"698",19,"divided attention",18,3,"tribe",0,"9",9,1
"698",19,"divided attention",19,7,"vein",1,"3",3,1
"698",19,"divided attention",20,10,"ditch",0,"7",7,1
"698",23,"divided attention",1,10,"purse",1,NA,NA,1
"698",23,"divided attention",2,1,"decoy",0,"10",10,1
"698",23,"divided attention",3,3,"skate",0,"1",1,1
"698",23,"divided attention",4,9,"mole",1,"3",3,1
"698",23,"divided attention",5,6,"noodle",0,"9",9,1
"698",23,"divided attention",6,5,"plate",0,"6",6,1
"698",23,"divided attention",7,2,"journal",0,"5",5,1
"698",23,"divided attention",8,2,"line",0,"2",2,1
"698",23,"divided attention",9,5,"stump",0,"2",2,1
"698",23,"divided attention",10,6,"sign",1,"5",5,1
"698",23,"divided attention",11,10,"cement",1,"6",6,1
"698",23,"divided attention",12,9,"lumber",1,"10",10,1
"698",23,"divided attention",13,4,"shape",1,"9",9,1
"698",23,"divided attention",14,1,"race",0,"4",4,1
"698",23,"divided attention",15,7,"device",1,"1",1,1
"698",23,"divided attention",16,3,"court",0,"7",7,1
"698",23,"divided attention",17,4,"wall",0,"3",3,1
"698",23,"divided attention",18,7,"lotion",0,"4",4,1
"698",23,"divided attention",19,8,"state",0,"7",7,1
"698",23,"divided attention",20,8,"coal",1,"8",8,1
"698",27,"divided attention",1,5,"pedal",0,NA,NA,1
"698",27,"divided attention",2,10,"sound",1,"5",5,1
"698",27,"divided attention",3,4,"sponge",0,"10",10,1
"698",27,"divided attention",4,9,"broom",1,"4",4,1
"698",27,"divided attention",5,2,"throat",1,"9",9,1
"698",27,"divided attention",6,1,"thunder",0,"2",2,1
"698",27,"divided attention",7,10,"mouse",0,"1",1,1
"698",27,"divided attention",8,8,"salt",0,"10",10,1
"698",27,"divided attention",9,4,"ticket",0,"8",8,1
"698",27,"divided attention",10,3,"antique",0,"4",4,1
"698",27,"divided attention",11,3,"spinach",0,"3",3,1
"698",27,"divided attention",12,1,"knuckle",1,"3",3,1
"698",27,"divided attention",13,6,"nerve",0,"1",1,1
"698",27,"divided attention",14,7,"capsule",0,"6",6,1
"698",27,"divided attention",15,7,"tunnel",1,"7",7,1
"698",27,"divided attention",16,6,"shop",1,"7",7,1
"698",27,"divided attention",17,8,"shopper",1,"6",6,1
"698",27,"divided attention",18,5,"cast",0,"8",8,1
"698",27,"divided attention",19,9,"seat",1,"5",5,1
"698",27,"divided attention",20,2,"ghost",1,"9",9,1
"699",7,"divided attention",1,7,"toast",0,NA,NA,1
"699",7,"divided attention",2,10,"cement",0,"7",7,1
"699",7,"divided attention",3,9,"ground",1,"10",10,1
"699",7,"divided attention",4,5,"wave",0,"9",9,1
"699",7,"divided attention",5,7,"flare",0,"5",5,1
"699",7,"divided attention",6,2,"pound",0,"7",7,1
"699",7,"divided attention",7,9,"shark",0,"2",2,1
"699",7,"divided attention",8,4,"fable",0,"9",9,1
"699",7,"divided attention",9,8,"mold",0,"4",4,1
"699",7,"divided attention",10,1,"dome",0,"8",8,1
"699",7,"divided attention",11,6,"curb",0,"1",1,1
"699",7,"divided attention",12,2,"angle",0,"6",6,1
"699",7,"divided attention",13,8,"sponge",1,"2",2,1
"699",7,"divided attention",14,4,"guard",0,"8",8,1
"699",7,"divided attention",15,5,"lumber",0,"4",4,1
"699",7,"divided attention",16,3,"loop",0,"5",5,1
"699",7,"divided attention",17,3,"brake",0,"3",3,1
"699",7,"divided attention",18,6,"device",0,"3",3,1
"699",7,"divided attention",19,10,"ceiling",1,"6",6,1
"699",7,"divided attention",20,1,"throat",0,"10",10,1
"699",11,"divided attention",1,1,"button",0,NA,NA,1
"699",11,"divided attention",2,10,"string",0,"1",1,1
"699",11,"divided attention",3,7,"shovel",1,"10",10,1
"699",11,"divided attention",4,2,"bone",0,"7",7,1
"699",11,"divided attention",5,4,"note",0,"2",2,1
"699",11,"divided attention",6,9,"dough",0,"4",4,1
"699",11,"divided attention",7,3,"twig",0,"9",9,1
"699",11,"divided attention",8,2,"bump",0,"3",3,1
"699",11,"divided attention",9,8,"kernel",1,"2",2,1
"699",11,"divided attention",10,5,"tribe",0,"8",8,1
"699",11,"divided attention",11,6,"mole",0,"5",5,1
"699",11,"divided attention",12,8,"spoon",0,"6",6,1
"699",11,"divided attention",13,9,"antique",0,"8",8,1
"699",11,"divided attention",14,10,"corner",1,"9",9,1
"699",11,"divided attention",15,3,"racquet",0,"10",10,1
"699",11,"divided attention",16,5,"duel",0,"3",3,1
"699",11,"divided attention",17,1,"seal",0,"5",5,1
"699",11,"divided attention",18,6,"garlic",0,"1",1,1
"699",11,"divided attention",19,4,"chalk",0,"6",6,1
"699",11,"divided attention",20,7,"cord",0,"4",4,1
"699",15,"divided attention",1,1,"flash",0,NA,NA,1
"699",15,"divided attention",2,10,"seam",0,"1",1,1
"699",15,"divided attention",3,3,"lint",1,"10",10,1
"699",15,"divided attention",4,7,"asphalt",0,"3",3,1
"699",15,"divided attention",5,8,"noodle",0,"7",7,1
"699",15,"divided attention",6,9,"owner",0,"8",8,1
"699",15,"divided attention",7,3,"spot",0,"9",9,1
"699",15,"divided attention",8,5,"stump",0,"3",3,1
"699",15,"divided attention",9,9,"sleeve",0,"5",5,1
"699",15,"divided attention",10,10,"crow",1,"9",9,1
"699",15,"divided attention",11,6,"bandage",0,"10",10,1
"699",15,"divided attention",12,7,"hour",0,"6",6,1
"699",15,"divided attention",13,5,"thread",0,"7",7,1
"699",15,"divided attention",14,4,"hammer",1,"5",5,1
"699",15,"divided attention",15,2,"cast",0,"4",4,1
"699",15,"divided attention",16,1,"tire",0,"2",2,1
"699",15,"divided attention",17,4,"cannon",0,"1",1,1
"699",15,"divided attention",18,6,"coil",0,"4",4,1
"699",15,"divided attention",19,8,"clam",0,"6",6,1
"699",15,"divided attention",20,2,"path",0,"8",8,1
"699",19,"divided attention",1,6,"spinach",0,NA,NA,1
"699",19,"divided attention",2,2,"root",0,"6",6,1
"699",19,"divided attention",3,2,"spike",0,"2",2,1
"699",19,"divided attention",4,10,"brass",1,"2",2,1
"699",19,"divided attention",5,9,"cape",1,"10",10,1
"699",19,"divided attention",6,5,"fork",0,"9",9,1
"699",19,"divided attention",7,4,"battle",0,"5",5,1
"699",19,"divided attention",8,1,"gravel",0,"4",4,1
"699",19,"divided attention",9,10,"buckle",1,"1",1,1
"699",19,"divided attention",10,7,"ditch",1,"10",10,1
"699",19,"divided attention",11,1,"point",0,"7",7,1
"699",19,"divided attention",12,9,"cellar",0,"1",1,1
"699",19,"divided attention",13,4,"riddle",0,"9",9,1
"699",19,"divided attention",14,8,"snail",0,"4",4,1
"699",19,"divided attention",15,7,"jelly",0,"8",8,1
"699",19,"divided attention",16,3,"captain",0,"7",7,1
"699",19,"divided attention",17,5,"cork",0,"3",3,1
"699",19,"divided attention",18,8,"speck",1,"5",5,1
"699",19,"divided attention",19,6,"platter",0,"8",8,1
"699",19,"divided attention",20,3,"drink",1,"6",6,1
"699",23,"divided attention",1,3,"case",0,NA,NA,1
"699",23,"divided attention",2,5,"coal",0,"3",3,1
"699",23,"divided attention",3,8,"oatmeal",1,"5",5,1
"699",23,"divided attention",4,2,"labor",0,"8",8,1
"699",23,"divided attention",5,3,"frown",0,"2",2,1
"699",23,"divided attention",6,2,"banker",0,"3",3,1
"699",23,"divided attention",7,7,"booth",0,"2",2,1
"699",23,"divided attention",8,10,"vase",1,"7",7,1
"699",23,"divided attention",9,7,"deck",1,"10",10,1
"699",23,"divided attention",10,6,"post",0,"7",7,1
"699",23,"divided attention",11,4,"hero",0,"6",6,1
"699",23,"divided attention",12,1,"group",0,"4",4,1
"699",23,"divided attention",13,9,"curve",0,"1",1,1
"699",23,"divided attention",14,6,"slide",0,"9",9,1
"699",23,"divided attention",15,9,"parcel",0,"6",6,1
"699",23,"divided attention",16,5,"skillet",0,"9",9,1
"699",23,"divided attention",17,8,"step",0,"5",5,1
"699",23,"divided attention",18,4,"sneeze",0,"8",8,1
"699",23,"divided attention",19,1,"skate",0,"4",4,1
"699",23,"divided attention",20,10,"door",1,"1",1,1
"699",27,"divided attention",1,8,"beggar",1,NA,NA,1
"699",27,"divided attention",2,10,"mule",1,"8",8,1
"699",27,"divided attention",3,4,"coach",0,"10",10,1
"699",27,"divided attention",4,9,"dust",1,"4",4,1
"699",27,"divided attention",5,2,"paper",0,"9",9,1
"699",27,"divided attention",6,7,"hook",0,"2",2,1
"699",27,"divided attention",7,5,"nation",0,"7",7,1
"699",27,"divided attention",8,10,"sweat",0,"5",5,1
"699",27,"divided attention",9,1,"ride",0,"10",10,1
"699",27,"divided attention",10,6,"dial",1,"1",1,1
"699",27,"divided attention",11,2,"base",0,"6",6,1
