"subject","trial","condition","sp","value","stim","acc","value_prioritem1","value_prioritem","exp"
"597",10,"distracted - familiar",17,3,"shopper",1,"7",7,1
"597",10,"distracted - familiar",18,10,"drink",0,"3",3,1
"597",10,"distracted - familiar",19,7,"loop",0,"10",10,1
"597",10,"distracted - familiar",20,2,"iron",1,"7",7,1
"597",14,"distracted - familiar",1,4,"shape",1,NA,NA,1
"597",14,"distracted - familiar",2,7,"line",1,"4",4,1
"597",14,"distracted - familiar",3,8,"brush",1,"7",7,1
"597",14,"distracted - familiar",4,10,"chain",1,"8",8,1
"597",14,"distracted - familiar",5,9,"labor",1,"10",10,1
"597",14,"distracted - familiar",6,3,"slide",0,"9",9,1
"597",14,"distracted - familiar",7,2,"magnet",0,"3",3,1
"597",14,"distracted - familiar",8,9,"buckle",0,"2",2,1
"597",14,"distracted - familiar",9,4,"stem",0,"9",9,1
"597",14,"distracted - familiar",10,1,"resort",1,"4",4,1
"597",14,"distracted - familiar",11,7,"helmet",0,"1",1,1
"597",14,"distracted - familiar",12,10,"lumber",0,"7",7,1
"597",14,"distracted - familiar",13,5,"sheep",0,"10",10,1
"597",14,"distracted - familiar",14,8,"lesson",0,"5",5,1
"597",14,"distracted - familiar",15,6,"sign",0,"8",8,1
"597",14,"distracted - familiar",16,1,"hook",0,"6",6,1
"597",14,"distracted - familiar",17,6,"garlic",1,"1",1,1
"597",14,"distracted - familiar",18,5,"stool",0,"6",6,1
"597",14,"distracted - familiar",19,2,"shop",1,"5",5,1
"597",14,"distracted - familiar",20,3,"ticket",1,"2",2,1
"597",18,"distracted - familiar",1,7,"chief",1,NA,NA,1
"597",18,"distracted - familiar",2,3,"flash",1,"7",7,1
"597",18,"distracted - familiar",3,10,"asphalt",1,"3",3,1
"597",18,"distracted - familiar",4,10,"suit",1,"10",10,1
"597",18,"distracted - familiar",5,6,"goat",1,"10",10,1
"597",18,"distracted - familiar",6,6,"fence",1,"6",6,1
"597",18,"distracted - familiar",7,2,"sleeve",1,"6",6,1
"597",18,"distracted - familiar",8,7,"duel",1,"2",2,1
"597",18,"distracted - familiar",9,9,"race",1,"7",7,1
"597",18,"distracted - familiar",10,5,"lint",1,"9",9,1
"597",18,"distracted - familiar",11,9,"jelly",0,"5",5,1
"597",18,"distracted - familiar",12,1,"lane",0,"9",9,1
"597",18,"distracted - familiar",13,3,"sound",0,"1",1,1
"597",18,"distracted - familiar",14,2,"patch",1,"3",3,1
"597",18,"distracted - familiar",15,4,"stump",0,"2",2,1
"597",18,"distracted - familiar",16,1,"ramp",0,"4",4,1
"597",18,"distracted - familiar",17,8,"path",1,"1",1,1
"597",18,"distracted - familiar",18,8,"flannel",0,"8",8,1
"597",18,"distracted - familiar",19,5,"arch",1,"8",8,1
"597",18,"distracted - familiar",20,4,"owner",1,"5",5,1
"597",22,"distracted - familiar",1,6,"starch",1,NA,NA,1
"597",22,"distracted - familiar",2,4,"wave",1,"6",6,1
"597",22,"distracted - familiar",3,7,"fiddle",1,"4",4,1
"597",22,"distracted - familiar",4,10,"copper",1,"7",7,1
"597",22,"distracted - familiar",5,10,"cave",1,"10",10,1
"597",22,"distracted - familiar",6,8,"angle",1,"10",10,1
"597",22,"distracted - familiar",7,9,"puddle",1,"8",8,1
"597",22,"distracted - familiar",8,2,"lens",1,"9",9,1
"597",22,"distracted - familiar",9,3,"speck",0,"2",2,1
"597",22,"distracted - familiar",10,9,"door",1,"3",3,1
"597",22,"distracted - familiar",11,1,"hammer",1,"9",9,1
"597",22,"distracted - familiar",12,2,"hall",1,"1",1,1
"597",22,"distracted - familiar",13,7,"steel",1,"2",2,1
"597",22,"distracted - familiar",14,4,"watch",1,"7",7,1
"597",22,"distracted - familiar",15,1,"frown",1,"4",4,1
"597",22,"distracted - familiar",16,6,"napkin",1,"1",1,1
"597",22,"distracted - familiar",17,5,"oven",1,"6",6,1
"597",22,"distracted - familiar",18,5,"pump",0,"5",5,1
"597",22,"distracted - familiar",19,8,"toast",1,"5",5,1
"597",22,"distracted - familiar",20,3,"barrel",1,"8",8,1
"597",26,"distracted - familiar",1,9,"gravel",1,NA,NA,1
"597",26,"distracted - familiar",2,10,"message",1,"9",9,1
"597",26,"distracted - familiar",3,8,"guide",1,"10",10,1
"597",26,"distracted - familiar",4,8,"cement",1,"8",8,1
"597",26,"distracted - familiar",5,1,"sink",1,"8",8,1
"597",26,"distracted - familiar",6,6,"oatmeal",1,"1",1,1
"597",26,"distracted - familiar",7,3,"kernel",1,"6",6,1
"597",26,"distracted - familiar",8,7,"vein",1,"3",3,1
"597",26,"distracted - familiar",9,6,"carpet",1,"7",7,1
"597",26,"distracted - familiar",10,3,"cork",0,"6",6,1
"597",26,"distracted - familiar",11,5,"mule",0,"3",3,1
"597",26,"distracted - familiar",12,2,"throat",0,"5",5,1
"597",26,"distracted - familiar",13,9,"alley",1,"2",2,1
"597",26,"distracted - familiar",14,7,"snail",0,"9",9,1
"597",26,"distracted - familiar",15,2,"tunnel",1,"7",7,1
"597",26,"distracted - familiar",16,1,"desk",0,"2",2,1
"597",26,"distracted - familiar",17,10,"plum",1,"1",1,1
"597",26,"distracted - familiar",18,4,"mustard",1,"10",10,1
"597",26,"distracted - familiar",19,5,"slipper",1,"4",4,1
"597",26,"distracted - familiar",20,4,"wall",1,"5",5,1
"598",6,"distracted - unfamiliar",1,2,"captain",1,NA,NA,1
"598",6,"distracted - unfamiliar",2,10,"tune",1,"2",2,1
"598",6,"distracted - unfamiliar",3,9,"hall",1,"10",10,1
"598",6,"distracted - unfamiliar",4,5,"bunch",1,"9",9,1
"598",6,"distracted - unfamiliar",5,3,"horn",0,"5",5,1
"598",6,"distracted - unfamiliar",6,8,"steam",0,"3",3,1
"598",6,"distracted - unfamiliar",7,2,"taste",0,"8",8,1
"598",6,"distracted - unfamiliar",8,1,"cement",0,"2",2,1
"598",6,"distracted - unfamiliar",9,1,"guide",0,"1",1,1
"598",6,"distracted - unfamiliar",10,5,"locker",0,"1",1,1
"598",6,"distracted - unfamiliar",11,4,"tunnel",0,"5",5,1
"598",6,"distracted - unfamiliar",12,4,"duel",1,"4",4,1
"598",6,"distracted - unfamiliar",13,6,"point",0,"4",4,1
"598",6,"distracted - unfamiliar",14,6,"sheep",0,"6",6,1
"598",6,"distracted - unfamiliar",15,10,"inch",0,"6",6,1
"598",6,"distracted - unfamiliar",16,8,"vest",0,"10",10,1
"598",6,"distracted - unfamiliar",17,7,"brake",0,"8",8,1
"598",6,"distracted - unfamiliar",18,9,"mold",0,"7",7,1
"598",6,"distracted - unfamiliar",19,3,"riddle",0,"9",9,1
"598",6,"distracted - unfamiliar",20,7,"angle",0,"3",3,1
"598",10,"distracted - unfamiliar",1,8,"sneeze",0,NA,NA,1
"598",10,"distracted - unfamiliar",2,5,"tray",0,"8",8,1
"598",10,"distracted - unfamiliar",3,5,"garlic",1,"5",5,1
"598",10,"distracted - unfamiliar",4,4,"fork",1,"5",5,1
"598",10,"distracted - unfamiliar",5,4,"spoon",1,"4",4,1
"598",10,"distracted - unfamiliar",6,2,"zipper",0,"4",4,1
"598",10,"distracted - unfamiliar",7,3,"dome",0,"2",2,1
"598",10,"distracted - unfamiliar",8,7,"pedal",0,"3",3,1
"598",10,"distracted - unfamiliar",9,6,"mustard",0,"7",7,1
"598",10,"distracted - unfamiliar",10,8,"plum",1,"6",6,1
"598",10,"distracted - unfamiliar",11,1,"shell",0,"8",8,1
"598",10,"distracted - unfamiliar",12,10,"skillet",1,"1",1,1
"598",10,"distracted - unfamiliar",13,3,"pound",0,"10",10,1
"598",10,"distracted - unfamiliar",14,2,"door",0,"3",3,1
"598",10,"distracted - unfamiliar",15,9,"skate",1,"2",2,1
"598",10,"distracted - unfamiliar",16,1,"flash",0,"9",9,1
"598",10,"distracted - unfamiliar",17,10,"author",1,"1",1,1
"598",10,"distracted - unfamiliar",18,6,"voter",0,"10",10,1
"598",10,"distracted - unfamiliar",19,7,"thread",1,"6",6,1
"598",10,"distracted - unfamiliar",20,9,"drink",1,"7",7,1
"598",14,"distracted - unfamiliar",1,6,"match",1,NA,NA,1
"598",14,"distracted - unfamiliar",2,10,"ghost",1,"6",6,1
"598",14,"distracted - unfamiliar",3,1,"cord",0,"10",10,1
"598",14,"distracted - unfamiliar",4,9,"group",1,"1",1,1
"598",14,"distracted - unfamiliar",5,2,"ramp",0,"9",9,1
"598",14,"distracted - unfamiliar",6,10,"crumb",1,"2",2,1
"598",14,"distracted - unfamiliar",7,5,"dust",1,"10",10,1
"598",14,"distracted - unfamiliar",8,6,"dough",0,"5",5,1
"598",14,"distracted - unfamiliar",9,3,"spear",0,"6",6,1
"598",14,"distracted - unfamiliar",10,1,"pole",0,"3",3,1
"598",14,"distracted - unfamiliar",11,9,"steel",0,"1",1,1
"598",14,"distracted - unfamiliar",12,3,"salt",0,"9",9,1
"598",14,"distracted - unfamiliar",13,2,"scar",0,"3",3,1
"598",14,"distracted - unfamiliar",14,7,"resort",0,"2",2,1
"598",14,"distracted - unfamiliar",15,7,"bean",0,"7",7,1
"598",14,"distracted - unfamiliar",16,5,"beak",0,"7",7,1
"598",14,"distracted - unfamiliar",17,4,"step",0,"5",5,1
"598",14,"distracted - unfamiliar",18,8,"watch",0,"4",4,1
"598",14,"distracted - unfamiliar",19,4,"toast",0,"8",8,1
"598",14,"distracted - unfamiliar",20,8,"sink",1,"4",4,1
"598",18,"distracted - unfamiliar",1,4,"brush",0,NA,NA,1
"598",18,"distracted - unfamiliar",2,7,"wind",1,"4",4,1
"598",18,"distracted - unfamiliar",3,9,"shovel",1,"7",7,1
"598",18,"distracted - unfamiliar",4,4,"deck",0,"9",9,1
"598",18,"distracted - unfamiliar",5,6,"smoke",1,"4",4,1
"598",18,"distracted - unfamiliar",6,3,"sponge",0,"6",6,1
"598",18,"distracted - unfamiliar",7,10,"chalk",0,"3",3,1
"598",18,"distracted - unfamiliar",8,9,"garment",1,"10",10,1
"598",18,"distracted - unfamiliar",9,1,"loop",0,"9",9,1
"598",18,"distracted - unfamiliar",10,1,"root",0,"1",1,1
"598",18,"distracted - unfamiliar",11,7,"metal",0,"1",1,1
"598",18,"distracted - unfamiliar",12,8,"crowd",0,"7",7,1
"598",18,"distracted - unfamiliar",13,5,"mole",0,"8",8,1
"598",18,"distracted - unfamiliar",14,2,"sound",0,"5",5,1
"598",18,"distracted - unfamiliar",15,5,"ride",0,"2",2,1
"598",18,"distracted - unfamiliar",16,2,"paper",0,"5",5,1
"598",18,"distracted - unfamiliar",17,8,"chart",0,"2",2,1
"598",18,"distracted - unfamiliar",18,3,"spot",0,"8",8,1
"598",18,"distracted - unfamiliar",19,10,"shape",0,"3",3,1
"598",18,"distracted - unfamiliar",20,6,"pile",0,"10",10,1
"598",22,"distracted - unfamiliar",1,5,"noodle",0,NA,NA,1
"598",22,"distracted - unfamiliar",2,6,"pupil",0,"5",5,1
"598",22,"distracted - unfamiliar",3,2,"tribe",0,"6",6,1
"598",22,"distracted - unfamiliar",4,10,"path",1,"2",2,1
"598",22,"distracted - unfamiliar",5,1,"miner",0,"10",10,1
"598",22,"distracted - unfamiliar",6,9,"pollen",1,"1",1,1
"598",22,"distracted - unfamiliar",7,3,"post",0,"9",9,1
"598",22,"distracted - unfamiliar",8,5,"spade",0,"3",3,1
"598",22,"distracted - unfamiliar",9,2,"rail",0,"5",5,1
"598",22,"distracted - unfamiliar",10,8,"judge",1,"2",2,1
"598",22,"distracted - unfamiliar",11,1,"blade",1,"8",8,1
"598",22,"distracted - unfamiliar",12,9,"oatmeal",0,"1",1,1
"598",22,"distracted - unfamiliar",13,7,"gravel",0,"9",9,1
"598",22,"distracted - unfamiliar",14,6,"lung",0,"7",7,1
"598",22,"distracted - unfamiliar",15,4,"curb",0,"6",6,1
"598",22,"distracted - unfamiliar",16,7,"owner",0,"4",4,1
"598",22,"distracted - unfamiliar",17,10,"bill",1,"7",7,1
"598",22,"distracted - unfamiliar",18,4,"racquet",0,"10",10,1
"598",22,"distracted - unfamiliar",19,3,"cellar",0,"4",4,1
"598",22,"distracted - unfamiliar",20,8,"breath",1,"3",3,1
"598",26,"distracted - unfamiliar",1,8,"front",1,NA,NA,1
"598",26,"distracted - unfamiliar",2,1,"snail",0,"8",8,1
"598",26,"distracted - unfamiliar",3,3,"crow",1,"1",1,1
"598",26,"distracted - unfamiliar",4,5,"scent",1,"3",3,1
"598",26,"distracted - unfamiliar",5,2,"axle",0,"5",5,1
"598",26,"distracted - unfamiliar",6,4,"fable",1,"2",2,1
"598",26,"distracted - unfamiliar",7,9,"banker",0,"4",4,1
"598",26,"distracted - unfamiliar",8,3,"straw",1,"9",9,1
"598",26,"distracted - unfamiliar",9,5,"seam",0,"3",3,1
"598",26,"distracted - unfamiliar",10,7,"broom",1,"5",5,1
"598",26,"distracted - unfamiliar",11,8,"store",1,"7",7,1
"598",26,"distracted - unfamiliar",12,6,"lever",0,"8",8,1
"598",26,"distracted - unfamiliar",13,2,"kernel",0,"6",6,1
"598",26,"distracted - unfamiliar",14,7,"spike",0,"2",2,1
"598",26,"distracted - unfamiliar",15,10,"flare",1,"7",7,1
"598",26,"distracted - unfamiliar",16,6,"iron",1,"10",10,1
"598",26,"distracted - unfamiliar",17,10,"coal",1,"6",6,1
"598",26,"distracted - unfamiliar",18,9,"bone",1,"10",10,1
"598",26,"distracted - unfamiliar",19,1,"spool",1,"9",9,1
"598",26,"distracted - unfamiliar",20,4,"arch",0,"1",1,1
"599",7,"divided attention",1,5,"broom",1,NA,NA,1
"599",7,"divided attention",2,7,"bunch",0,"5",5,1
"599",7,"divided attention",3,4,"helmet",0,"7",7,1
"599",7,"divided attention",4,6,"knob",0,"4",4,1
"599",7,"divided attention",5,7,"lint",1,"6",6,1
"599",7,"divided attention",6,8,"banker",0,"7",7,1
"599",7,"divided attention",7,3,"shovel",0,"8",8,1
"599",7,"divided attention",8,2,"olive",0,"3",3,1
"599",7,"divided attention",9,10,"wink",1,"2",2,1
"599",7,"divided attention",10,9,"puddle",0,"10",10,1
"599",7,"divided attention",11,9,"tank",0,"9",9,1
"599",7,"divided attention",12,1,"taste",0,"9",9,1
"599",7,"divided attention",13,8,"gravel",1,"1",1,1
"599",7,"divided attention",14,1,"ditch",0,"8",8,1
"599",7,"divided attention",15,4,"hook",0,"1",1,1
"599",7,"divided attention",16,5,"path",0,"4",4,1
"599",7,"divided attention",17,6,"troop",0,"5",5,1
"599",7,"divided attention",18,3,"toast",0,"6",6,1
"599",7,"divided attention",19,2,"goat",0,"3",3,1
"599",7,"divided attention",20,10,"bowl",1,"2",2,1
"599",11,"divided attention",1,6,"flare",1,NA,NA,1
"599",11,"divided attention",2,2,"device",1,"6",6,1
"599",11,"divided attention",3,1,"shell",1,"2",2,1
"599",11,"divided attention",4,7,"spray",0,"1",1,1
"599",11,"divided attention",5,4,"resort",0,"7",7,1
"599",11,"divided attention",6,3,"deck",0,"4",4,1
"599",11,"divided attention",7,5,"fork",0,"3",3,1
"599",11,"divided attention",8,10,"labor",0,"5",5,1
"599",11,"divided attention",9,10,"brick",0,"10",10,1
"599",11,"divided attention",10,1,"spot",1,"10",10,1
"599",11,"divided attention",11,8,"copper",1,"1",1,1
"599",11,"divided attention",12,4,"nail",1,"8",8,1
"599",11,"divided attention",13,3,"booth",1,"4",4,1
"599",11,"divided attention",14,6,"frown",1,"3",3,1
"599",11,"divided attention",15,2,"hammer",1,"6",6,1
"599",11,"divided attention",16,5,"knuckle",1,"2",2,1
"599",11,"divided attention",17,9,"dresser",0,"5",5,1
"599",11,"divided attention",18,9,"stool",0,"9",9,1
"599",11,"divided attention",19,7,"fable",0,"9",9,1
"599",11,"divided attention",20,8,"hero",0,"7",7,1
"599",15,"divided attention",1,3,"axle",1,NA,NA,1
"599",15,"divided attention",2,5,"line",1,"3",3,1
"599",15,"divided attention",3,9,"spike",0,"5",5,1
"599",15,"divided attention",4,10,"corner",0,"9",9,1
"599",15,"divided attention",5,6,"crow",1,"10",10,1
"599",15,"divided attention",6,1,"watch",0,"6",6,1
"599",15,"divided attention",7,8,"noodle",1,"1",1,1
"599",15,"divided attention",8,7,"pupil",0,"8",8,1
"599",15,"divided attention",9,6,"mold",0,"7",7,1
"599",15,"divided attention",10,9,"desk",0,"6",6,1
"599",15,"divided attention",11,10,"shape",0,"9",9,1
"599",15,"divided attention",12,4,"tube",0,"10",10,1
"599",15,"divided attention",13,4,"scar",0,"4",4,1
"599",15,"divided attention",14,2,"cork",0,"4",4,1
"599",15,"divided attention",15,7,"sock",0,"2",2,1
"599",15,"divided attention",16,2,"nation",0,"7",7,1
"599",15,"divided attention",17,8,"curb",1,"2",2,1
"599",15,"divided attention",18,5,"suit",0,"8",8,1
"599",15,"divided attention",19,3,"cube",0,"5",5,1
"599",15,"divided attention",20,1,"pepper",1,"3",3,1
"599",19,"divided attention",1,6,"salt",1,NA,NA,1
"599",19,"divided attention",2,2,"slipper",1,"6",6,1
"599",19,"divided attention",3,10,"ride",0,"2",2,1
"599",19,"divided attention",4,2,"buckle",0,"10",10,1
"599",19,"divided attention",5,6,"barrel",1,"2",2,1
"599",19,"divided attention",6,3,"bandage",0,"6",6,1
"599",19,"divided attention",7,7,"cable",0,"3",3,1
"599",19,"divided attention",8,5,"metal",0,"7",7,1
"599",19,"divided attention",9,4,"steel",0,"5",5,1
"599",19,"divided attention",10,9,"front",0,"4",4,1
"599",19,"divided attention",11,1,"drink",0,"9",9,1
"599",19,"divided attention",12,1,"stick",0,"1",1,1
"599",19,"divided attention",13,10,"pedal",0,"1",1,1
"599",19,"divided attention",14,8,"cast",0,"10",10,1
"599",19,"divided attention",15,9,"thread",0,"8",8,1
"599",19,"divided attention",16,3,"guard",1,"9",9,1
"599",19,"divided attention",17,4,"tourist",0,"3",3,1
"599",19,"divided attention",18,7,"lumber",0,"4",4,1
"599",19,"divided attention",19,8,"tail",0,"7",7,1
"599",19,"divided attention",20,5,"pole",1,"8",8,1
"599",23,"divided attention",1,5,"news",1,NA,NA,1
"599",23,"divided attention",2,3,"duel",1,"5",5,1
"599",23,"divided attention",3,1,"battle",1,"3",3,1
"599",23,"divided attention",4,10,"crumb",0,"1",1,1
"599",23,"divided attention",5,2,"flannel",0,"10",10,1
"599",23,"divided attention",6,8,"wave",0,"2",2,1
"599",23,"divided attention",7,9,"skillet",1,"8",8,1
"599",23,"divided attention",8,5,"sign",0,"9",9,1
"599",23,"divided attention",9,6,"seat",0,"5",5,1
"599",23,"divided attention",10,7,"patch",0,"6",6,1
"599",23,"divided attention",11,8,"spark",0,"7",7,1
"599",23,"divided attention",12,9,"sweat",0,"8",8,1
"599",23,"divided attention",13,1,"point",0,"9",9,1
"599",23,"divided attention",14,4,"breath",1,"1",1,1
"599",23,"divided attention",15,7,"cave",0,"4",4,1
"599",23,"divided attention",16,4,"seal",0,"7",7,1
"599",23,"divided attention",17,10,"snail",0,"4",4,1
"599",23,"divided attention",18,2,"mayor",1,"10",10,1
"599",23,"divided attention",19,3,"purse",1,"2",2,1
"599",23,"divided attention",20,6,"dome",1,"3",3,1
"599",27,"divided attention",1,3,"dial",1,NA,NA,1
"599",27,"divided attention",2,6,"decoy",0,"3",3,1
"599",27,"divided attention",3,8,"freight",0,"6",6,1
"599",27,"divided attention",4,7,"coach",0,"8",8,1
"599",27,"divided attention",5,4,"pigeon",0,"7",7,1
"599",27,"divided attention",6,5,"stump",0,"4",4,1
"599",27,"divided attention",7,10,"ceiling",0,"5",5,1
"599",27,"divided attention",8,1,"hole",0,"10",10,1
"599",27,"divided attention",9,2,"straw",1,"1",1,1
"599",27,"divided attention",10,2,"scale",0,"2",2,1
"599",27,"divided attention",11,8,"pork",1,"2",2,1
"599",27,"divided attention",12,5,"jelly",0,"8",8,1
"599",27,"divided attention",13,9,"tune",0,"5",5,1
"599",27,"divided attention",14,1,"chuckle",0,"9",9,1
"599",27,"divided attention",15,7,"message",0,"1",1,1
"599",27,"divided attention",16,9,"root",0,"7",7,1
"599",27,"divided attention",17,4,"bill",1,"9",9,1
"599",27,"divided attention",18,6,"thunder",1,"4",4,1
"599",27,"divided attention",19,3,"angle",1,"6",6,1
"599",27,"divided attention",20,10,"post",1,"3",3,1
"600",4,"full attention",1,9,"rail",1,NA,NA,1
"600",4,"full attention",2,2,"bump",0,"9",9,1
"600",4,"full attention",3,4,"cement",1,"2",2,1
"600",4,"full attention",4,7,"garment",1,"4",4,1
"600",4,"full attention",5,1,"mole",1,"7",7,1
"600",4,"full attention",6,9,"resort",0,"1",1,1
"600",4,"full attention",7,1,"toast",0,"9",9,1
"600",4,"full attention",8,7,"tire",0,"1",1,1
"600",4,"full attention",9,5,"zipper",0,"7",7,1
"600",4,"full attention",10,3,"string",0,"5",5,1
"600",4,"full attention",11,10,"ride",1,"3",3,1
"600",4,"full attention",12,6,"kernel",0,"10",10,1
"600",4,"full attention",13,3,"chain",0,"6",6,1
"600",4,"full attention",14,8,"noodle",0,"3",3,1
"600",4,"full attention",15,8,"storm",0,"8",8,1
"600",4,"full attention",16,10,"base",0,"8",8,1
"600",4,"full attention",17,6,"shopper",0,"10",10,1
"600",4,"full attention",18,5,"hammer",0,"6",6,1
"600",4,"full attention",19,4,"ticket",0,"5",5,1
"600",4,"full attention",20,2,"crowd",0,"4",4,1
"600",8,"full attention",1,4,"cork",0,NA,NA,1
"600",8,"full attention",2,3,"match",0,"4",4,1
"600",8,"full attention",3,5,"skull",0,"3",3,1
"600",8,"full attention",4,1,"mail",0,"5",5,1
"600",8,"full attention",5,8,"crumb",1,"1",1,1
"600",8,"full attention",6,2,"capsule",0,"8",8,1
"600",8,"full attention",7,10,"miner",1,"2",2,1
"600",8,"full attention",8,6,"cellar",0,"10",10,1
"600",8,"full attention",9,8,"fork",1,"6",6,1
"600",8,"full attention",10,3,"duel",0,"8",8,1
"600",8,"full attention",11,1,"spray",0,"3",3,1
"600",8,"full attention",12,5,"port",0,"1",1,1
"600",8,"full attention",13,10,"bandage",1,"5",5,1
"600",8,"full attention",14,9,"platter",0,"10",10,1
"600",8,"full attention",15,7,"spool",0,"9",9,1
"600",8,"full attention",16,4,"spoon",0,"7",7,1
"600",8,"full attention",17,2,"cast",0,"4",4,1
"600",8,"full attention",18,7,"dial",1,"2",2,1
"600",8,"full attention",19,6,"wind",0,"7",7,1
"600",8,"full attention",20,9,"labor",0,"6",6,1
"600",12,"full attention",1,9,"seam",1,NA,NA,1
"600",12,"full attention",2,10,"chuckle",1,"9",9,1
"600",12,"full attention",3,1,"cube",0,"10",10,1
"600",12,"full attention",4,3,"inch",0,"1",1,1
"600",12,"full attention",5,1,"camel",0,"3",3,1
"600",12,"full attention",6,9,"gate",0,"1",1,1
"600",12,"full attention",7,6,"chief",0,"9",9,1
"600",12,"full attention",8,8,"crow",1,"6",6,1
"600",12,"full attention",9,3,"gravel",0,"8",8,1
"600",12,"full attention",10,5,"locker",0,"3",3,1
"600",12,"full attention",11,8,"smoke",1,"5",5,1
"600",12,"full attention",12,6,"device",0,"8",8,1
"600",12,"full attention",13,5,"wave",0,"6",6,1
"600",12,"full attention",14,2,"spark",0,"5",5,1
"600",12,"full attention",15,7,"shape",0,"2",2,1
"600",12,"full attention",16,10,"note",1,"7",7,1
"600",12,"full attention",17,7,"antique",0,"10",10,1
"600",12,"full attention",18,4,"pupil",0,"7",7,1
"600",12,"full attention",19,2,"voter",0,"4",4,1
"600",12,"full attention",20,4,"shell",0,"2",2,1
"600",16,"full attention",1,7,"stump",0,NA,NA,1
"600",16,"full attention",2,8,"curb",0,"7",7,1
"600",16,"full attention",3,2,"drink",0,"8",8,1
"600",16,"full attention",4,9,"shark",1,"2",2,1
"600",16,"full attention",5,7,"captain",1,"9",9,1
"600",16,"full attention",6,8,"dough",0,"7",7,1
"600",16,"full attention",7,1,"olive",0,"8",8,1
"600",16,"full attention",8,5,"vest",0,"1",1,1
"600",16,"full attention",9,1,"cord",0,"5",5,1
"600",16,"full attention",10,2,"pole",0,"1",1,1
"600",16,"full attention",11,4,"oven",0,"2",2,1
"600",16,"full attention",12,3,"stick",0,"4",4,1
"600",16,"full attention",13,9,"axle",0,"3",3,1
"600",16,"full attention",14,10,"knuckle",0,"9",9,1
"600",16,"full attention",15,3,"group",0,"10",10,1
"600",16,"full attention",16,6,"lever",0,"3",3,1
"600",16,"full attention",17,5,"tide",1,"6",6,1
"600",16,"full attention",18,6,"post",1,"5",5,1
"600",16,"full attention",19,4,"angle",1,"6",6,1
"600",16,"full attention",20,10,"spike",0,"4",4,1
"600",20,"full attention",1,10,"coal",0,NA,NA,1
"600",20,"full attention",2,8,"tail",1,"10",10,1
"600",20,"full attention",3,4,"starch",0,"8",8,1
"600",20,"full attention",4,7,"lung",0,"4",4,1
"600",20,"full attention",5,2,"square",0,"7",7,1
"600",20,"full attention",6,3,"patch",0,"2",2,1
"600",20,"full attention",7,8,"brass",1,"3",3,1
"600",20,"full attention",8,5,"pedal",0,"8",8,1
"600",20,"full attention",9,7,"cape",1,"5",5,1
"600",20,"full attention",10,10,"stem",0,"7",7,1
"600",20,"full attention",11,1,"tunnel",0,"10",10,1
"600",20,"full attention",12,9,"pork",1,"1",1,1
"600",20,"full attention",13,5,"sound",0,"9",9,1
"600",20,"full attention",14,3,"sock",0,"5",5,1
"600",20,"full attention",15,1,"dust",0,"3",3,1
"600",20,"full attention",16,2,"thread",1,"1",1,1
"600",20,"full attention",17,9,"knob",1,"2",2,1
"600",20,"full attention",18,4,"pigeon",0,"9",9,1
"600",20,"full attention",19,6,"rake",1,"4",4,1
"600",20,"full attention",20,6,"brick",0,"6",6,1
"600",24,"full attention",1,2,"sneeze",0,NA,NA,1
"600",24,"full attention",2,4,"sign",0,"2",2,1
"600",24,"full attention",3,1,"copper",0,"4",4,1
"600",24,"full attention",4,7,"bowl",1,"1",1,1
"600",24,"full attention",5,9,"spinach",1,"7",7,1
"600",24,"full attention",6,1,"vase",1,"9",9,1
"600",24,"full attention",7,8,"pump",1,"1",1,1
"600",24,"full attention",8,2,"dresser",0,"8",8,1
"600",24,"full attention",9,3,"snail",0,"2",2,1
"600",24,"full attention",10,8,"sweat",0,"3",3,1
"600",24,"full attention",11,3,"heel",0,"8",8,1
"600",24,"full attention",12,10,"vein",0,"3",3,1
"600",24,"full attention",13,6,"author",0,"10",10,1
"600",24,"full attention",14,5,"chalk",0,"6",6,1
"600",24,"full attention",15,4,"path",0,"5",5,1
"600",24,"full attention",16,10,"plate",1,"4",4,1
"600",24,"full attention",17,7,"mule",1,"10",10,1
"600",24,"full attention",18,6,"sheep",1,"7",7,1
"600",24,"full attention",19,9,"pound",0,"6",6,1
"600",24,"full attention",20,5,"case",0,"9",9,1
"601",4,"full attention",1,5,"tide",1,NA,NA,1
"601",4,"full attention",2,8,"magnet",1,"5",5,1
"601",4,"full attention",3,3,"cellar",0,"8",8,1
"601",4,"full attention",4,4,"stool",0,"3",3,1
"601",4,"full attention",5,2,"mold",1,"4",4,1
"601",4,"full attention",6,4,"tourist",0,"2",2,1
"601",4,"full attention",7,7,"napkin",0,"4",4,1
"601",4,"full attention",8,9,"racquet",0,"7",7,1
"601",4,"full attention",9,7,"doll",0,"9",9,1
"601",4,"full attention",10,3,"dough",0,"7",7,1
"601",4,"full attention",11,10,"tune",1,"3",3,1
"601",4,"full attention",12,1,"slide",0,"10",10,1
"601",4,"full attention",13,10,"seat",0,"1",1,1
"601",4,"full attention",14,2,"heat",0,"10",10,1
"601",4,"full attention",15,5,"shell",0,"2",2,1
"601",4,"full attention",16,1,"post",0,"5",5,1
"601",4,"full attention",17,6,"capsule",1,"1",1,1
"601",4,"full attention",18,8,"toast",0,"6",6,1
"601",4,"full attention",19,9,"purse",1,"8",8,1
"601",4,"full attention",20,6,"thread",0,"9",9,1
